feature_id,feature_family,calculation_window,timezone,earliest_availability_timestamp,causal,required_warmup,normalization_method,source_columns,missing_data_behavior
previous_rth_range_pct,previous_rth_levels,prior trading session 09:30-16:00 market time,America/New_York,prior session 16:00 ET,True,none,decimal ratio using the explicitly recorded reference price,prior session_date; OHLC,null/unavailable without complete prior RTH
previous_rth_net_move_points,previous_rth_levels,prior trading session 09:30-16:00 market time,America/New_York,prior session 16:00 ET,True,none,none,prior session_date; OHLC,null/unavailable without complete prior RTH
previous_rth_net_move_pct,previous_rth_levels,prior trading session 09:30-16:00 market time,America/New_York,prior session 16:00 ET,True,none,decimal ratio using the explicitly recorded reference price,prior session_date; OHLC,null/unavailable without complete prior RTH
previous_rth_direction,previous_rth_levels,prior trading session 09:30-16:00 market time,America/New_York,prior session 16:00 ET,True,none,none,prior session_date; OHLC,null/unavailable without complete prior RTH
previous_rth_efficiency,previous_rth_levels,prior trading session 09:30-16:00 market time,America/New_York,prior session 16:00 ET,True,none,none,prior session_date; OHLC,null/unavailable without complete prior RTH
previous_rth_high_timestamp,previous_rth_levels,prior trading session 09:30-16:00 market time,America/New_York,prior session 16:00 ET,True,none,none,prior session_date; OHLC,null/unavailable without complete prior RTH
previous_rth_low_timestamp,previous_rth_levels,prior trading session 09:30-16:00 market time,America/New_York,prior session 16:00 ET,True,none,none,prior session_date; OHLC,null/unavailable without complete prior RTH
gap_feature_available,globex_reopen_gap,prior 17:00 close to current 09:30 ET,America/New_York,09:30 ET,True,none,none,prior close; 18:01 reopen bar open; pre-open high/low,"null/unavailable if close, reopen, or pre-open rows missing"
prior_session_close,globex_reopen_gap,prior 17:00 close to current 09:30 ET,America/New_York,09:30 ET,True,none,none,prior close; 18:01 reopen bar open; pre-open high/low,"null/unavailable if close, reopen, or pre-open rows missing"
globex_reopen_price,globex_reopen_gap,prior 17:00 close to current 09:30 ET,America/New_York,09:30 ET,True,none,none,prior close; 18:01 reopen bar open; pre-open high/low,"null/unavailable if close, reopen, or pre-open rows missing"
reopen_gap_points,globex_reopen_gap,prior 17:00 close to current 09:30 ET,America/New_York,09:30 ET,True,none,none,prior close; 18:01 reopen bar open; pre-open high/low,"null/unavailable if close, reopen, or pre-open rows missing"
reopen_gap_pct,globex_reopen_gap,prior 17:00 close to current 09:30 ET,America/New_York,09:30 ET,True,none,decimal ratio using the explicitly recorded reference price,prior close; 18:01 reopen bar open; pre-open high/low,"null/unavailable if close, reopen, or pre-open rows missing"
gap_direction,globex_reopen_gap,prior 17:00 close to current 09:30 ET,America/New_York,09:30 ET,True,none,none,prior close; 18:01 reopen bar open; pre-open high/low,"null/unavailable if close, reopen, or pre-open rows missing"
gap_fill_state_at_0930,globex_reopen_gap,prior 17:00 close to current 09:30 ET,America/New_York,09:30 ET,True,none,none,prior close; 18:01 reopen bar open; pre-open high/low,"null/unavailable if close, reopen, or pre-open rows missing"
gap_filled_before_0930,globex_reopen_gap,prior 17:00 close to current 09:30 ET,America/New_York,09:30 ET,True,none,none,prior close; 18:01 reopen bar open; pre-open high/low,"null/unavailable if close, reopen, or pre-open rows missing"
gap_partially_filled_before_0930,globex_reopen_gap,prior 17:00 close to current 09:30 ET,America/New_York,09:30 ET,True,none,none,prior close; 18:01 reopen bar open; pre-open high/low,"null/unavailable if close, reopen, or pre-open rows missing"
gap_still_open_at_0930,globex_reopen_gap,prior 17:00 close to current 09:30 ET,America/New_York,09:30 ET,True,none,none,prior close; 18:01 reopen bar open; pre-open high/low,"null/unavailable if close, reopen, or pre-open rows missing"
gap_available_at,globex_reopen_gap,prior 17:00 close to current 09:30 ET,America/New_York,09:30 ET,True,none,none,prior close; 18:01 reopen bar open; pre-open high/low,"null/unavailable if close, reopen, or pre-open rows missing"
gap_expected_bars,globex_reopen_gap,prior 17:00 close to current 09:30 ET,America/New_York,09:30 ET,True,none,none,prior close; 18:01 reopen bar open; pre-open high/low,"null/unavailable if close, reopen, or pre-open rows missing"
gap_observed_bars,globex_reopen_gap,prior 17:00 close to current 09:30 ET,America/New_York,09:30 ET,True,none,none,prior close; 18:01 reopen bar open; pre-open high/low,"null/unavailable if close, reopen, or pre-open rows missing"
gap_missing_reason,globex_reopen_gap,prior 17:00 close to current 09:30 ET,America/New_York,09:30 ET,True,none,none,prior close; 18:01 reopen bar open; pre-open high/low,"null/unavailable if close, reopen, or pre-open rows missing"
london_took_asia_available,session_liquidity_path,"Asia, London, and New York pre-market windows",America/New_York,09:00 ET,True,none,none,window high/low,null state when either source window incomplete
london_took_asia_high,session_liquidity_path,"Asia, London, and New York pre-market windows",America/New_York,09:00 ET,True,none,none,window high/low,null state when either source window incomplete
london_took_asia_low,session_liquidity_path,"Asia, London, and New York pre-market windows",America/New_York,09:00 ET,True,none,none,window high/low,null state when either source window incomplete
london_took_asia_state,session_liquidity_path,"Asia, London, and New York pre-market windows",America/New_York,09:00 ET,True,none,none,window high/low,null state when either source window incomplete
ny_premarket_took_london_available,session_liquidity_path,"Asia, London, and New York pre-market windows",America/New_York,09:00 ET,True,none,none,window high/low,null state when either source window incomplete
ny_premarket_took_london_high,session_liquidity_path,"Asia, London, and New York pre-market windows",America/New_York,09:00 ET,True,none,none,window high/low,null state when either source window incomplete
ny_premarket_took_london_low,session_liquidity_path,"Asia, London, and New York pre-market windows",America/New_York,09:00 ET,True,none,none,window high/low,null state when either source window incomplete
ny_premarket_took_london_state,session_liquidity_path,"Asia, London, and New York pre-market windows",America/New_York,09:00 ET,True,none,none,window high/low,null state when either source window incomplete
ny_premarket_took_asia_available,session_liquidity_path,"Asia, London, and New York pre-market windows",America/New_York,09:00 ET,True,none,none,window high/low,null state when either source window incomplete
ny_premarket_took_asia_high,session_liquidity_path,"Asia, London, and New York pre-market windows",America/New_York,09:00 ET,True,none,none,window high/low,null state when either source window incomplete
ny_premarket_took_asia_low,session_liquidity_path,"Asia, London, and New York pre-market windows",America/New_York,09:00 ET,True,none,none,window high/low,null state when either source window incomplete
ny_premarket_took_asia_state,session_liquidity_path,"Asia, London, and New York pre-market windows",America/New_York,09:00 ET,True,none,none,window high/low,null state when either source window incomplete
or_feature_available,opening_range,09:30 market time through configured OR completion,America/New_York,configured OR completion,True,none,none,timestamp_et; open; high; low; close,null/unavailable unless every expected bar exists
or_expected_bars,opening_range,09:30 market time through configured OR completion,America/New_York,configured OR completion,True,none,none,timestamp_et; open; high; low; close,null/unavailable unless every expected bar exists
or_observed_bars,opening_range,09:30 market time through configured OR completion,America/New_York,configured OR completion,True,none,none,timestamp_et; open; high; low; close,null/unavailable unless every expected bar exists
or_available_at,opening_range,09:30 market time through configured OR completion,America/New_York,configured OR completion,True,none,none,timestamp_et; open; high; low; close,null/unavailable unless every expected bar exists
or_missing_reason,opening_range,09:30 market time through configured OR completion,America/New_York,configured OR completion,True,none,none,timestamp_et; open; high; low; close,null/unavailable unless every expected bar exists
or_first_bar_end,opening_range,09:30 market time through configured OR completion,America/New_York,configured OR completion,True,none,none,timestamp_et; open; high; low; close,null/unavailable unless every expected bar exists
or_last_bar_end,opening_range,09:30 market time through configured OR completion,America/New_York,configured OR completion,True,none,none,timestamp_et; open; high; low; close,null/unavailable unless every expected bar exists
or_minutes,opening_range,09:30 market time through configured OR completion,America/New_York,configured OR completion,True,none,none,timestamp_et; open; high; low; close,null/unavailable unless every expected bar exists
or_high,opening_range,09:30 market time through configured OR completion,America/New_York,configured OR completion,True,none,none,timestamp_et; open; high; low; close,null/unavailable unless every expected bar exists
or_low,opening_range,09:30 market time through configured OR completion,America/New_York,configured OR completion,True,none,none,timestamp_et; open; high; low; close,null/unavailable unless every expected bar exists
or_open,opening_range,09:30 market time through configured OR completion,America/New_York,configured OR completion,True,none,none,timestamp_et; open; high; low; close,null/unavailable unless every expected bar exists
or_close,opening_range,09:30 market time through configured OR completion,America/New_York,configured OR completion,True,none,none,timestamp_et; open; high; low; close,null/unavailable unless every expected bar exists
or_mid,opening_range,09:30 market time through configured OR completion,America/New_York,configured OR completion,True,none,none,timestamp_et; open; high; low; close,null/unavailable unless every expected bar exists
or_width_points,opening_range,09:30 market time through configured OR completion,America/New_York,configured OR completion,True,none,none,timestamp_et; open; high; low; close,null/unavailable unless every expected bar exists
or_width_pct,opening_range,09:30 market time through configured OR completion,America/New_York,configured OR completion,True,none,decimal ratio using the explicitly recorded reference price,timestamp_et; open; high; low; close,null/unavailable unless every expected bar exists
or_reference_price,opening_range,09:30 market time through configured OR completion,America/New_York,configured OR completion,True,none,none,timestamp_et; open; high; low; close,null/unavailable unless every expected bar exists
or_net_move_points,opening_range,09:30 market time through configured OR completion,America/New_York,configured OR completion,True,none,none,timestamp_et; open; high; low; close,null/unavailable unless every expected bar exists
or_net_move_pct,opening_range,09:30 market time through configured OR completion,America/New_York,configured OR completion,True,none,decimal ratio using the explicitly recorded reference price,timestamp_et; open; high; low; close,null/unavailable unless every expected bar exists
or_direction,opening_range,09:30 market time through configured OR completion,America/New_York,configured OR completion,True,none,none,timestamp_et; open; high; low; close,null/unavailable unless every expected bar exists
or_efficiency,opening_range,09:30 market time through configured OR completion,America/New_York,configured OR completion,True,none,none,timestamp_et; open; high; low; close,null/unavailable unless every expected bar exists
or_clv,opening_range,09:30 market time through configured OR completion,America/New_York,configured OR completion,True,none,none,timestamp_et; open; high; low; close,null/unavailable unless every expected bar exists
or_high_timestamp,opening_range,09:30 market time through configured OR completion,America/New_York,configured OR completion,True,none,none,timestamp_et; open; high; low; close,null/unavailable unless every expected bar exists
or_low_timestamp,opening_range,09:30 market time through configured OR completion,America/New_York,configured OR completion,True,none,none,timestamp_et; open; high; low; close,null/unavailable unless every expected bar exists
previous_rth_high_price,previous_rth_levels,prior trading session 09:30-16:00 market time,America/New_York,prior session 16:00 ET,True,none,none,prior session_date; OHLC,null/unavailable without complete prior RTH
level_previous_rth_high_available,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
level_previous_rth_high_start_side,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
level_previous_rth_high_distance_from_or_high_points,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
level_previous_rth_high_distance_from_or_low_points,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
level_previous_rth_high_distance_from_or_mid_points,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
level_previous_rth_high_distance_from_or_high_pct,key_level_interaction,configured OR,America/New_York,OR completion,True,none,decimal ratio using the explicitly recorded reference price,OR OHLC; causal key-level price,unavailable flags and null distances
level_previous_rth_high_distance_from_or_low_pct,key_level_interaction,configured OR,America/New_York,OR completion,True,none,decimal ratio using the explicitly recorded reference price,OR OHLC; causal key-level price,unavailable flags and null distances
level_previous_rth_high_distance_from_or_mid_pct,key_level_interaction,configured OR,America/New_York,OR completion,True,none,decimal ratio using the explicitly recorded reference price,OR OHLC; causal key-level price,unavailable flags and null distances
level_previous_rth_high_touched,key_level_interaction,configured OR,America/New_York,OR completion,True,none,none,OR OHLC; causal key-level price,unavailable flags and null distances
