feature_id,feature_family,calculation_window,timezone,earliest_availability_timestamp,causal,required_warmup,normalization_method,source_columns,missing_data_behavior
previous_day_low,previous_full_trading_day_levels,prior futures trading day: prior-calendar-day 18:01 through trading-date 17:00 bar-end,America/New_York,prior trading day 17:00 ET,True,none,none,prior session_date; OHLC,null/unavailable unless the complete prior futures trading day exists
previous_day_close,previous_full_trading_day_levels,prior futures trading day: prior-calendar-day 18:01 through trading-date 17:00 bar-end,America/New_York,prior trading day 17:00 ET,True,none,none,prior session_date; OHLC,null/unavailable unless the complete prior futures trading day exists
previous_day_range_points,previous_full_trading_day_levels,prior futures trading day: prior-calendar-day 18:01 through trading-date 17:00 bar-end,America/New_York,prior trading day 17:00 ET,True,none,none,prior session_date; OHLC,null/unavailable unless the complete prior futures trading day exists
previous_day_reference_price,previous_full_trading_day_levels,prior futures trading day: prior-calendar-day 18:01 through trading-date 17:00 bar-end,America/New_York,prior trading day 17:00 ET,True,none,none,prior session_date; OHLC,null/unavailable unless the complete prior futures trading day exists
previous_day_range_pct,previous_full_trading_day_levels,prior futures trading day: prior-calendar-day 18:01 through trading-date 17:00 bar-end,America/New_York,prior trading day 17:00 ET,True,none,decimal ratio using the explicitly recorded reference price,prior session_date; OHLC,null/unavailable unless the complete prior futures trading day exists
previous_day_net_move_points,previous_full_trading_day_levels,prior futures trading day: prior-calendar-day 18:01 through trading-date 17:00 bar-end,America/New_York,prior trading day 17:00 ET,True,none,none,prior session_date; OHLC,null/unavailable unless the complete prior futures trading day exists
previous_day_net_move_pct,previous_full_trading_day_levels,prior futures trading day: prior-calendar-day 18:01 through trading-date 17:00 bar-end,America/New_York,prior trading day 17:00 ET,True,none,decimal ratio using the explicitly recorded reference price,prior session_date; OHLC,null/unavailable unless the complete prior futures trading day exists
previous_day_direction,previous_full_trading_day_levels,prior futures trading day: prior-calendar-day 18:01 through trading-date 17:00 bar-end,America/New_York,prior trading day 17:00 ET,True,none,none,prior session_date; OHLC,null/unavailable unless the complete prior futures trading day exists
previous_day_efficiency,previous_full_trading_day_levels,prior futures trading day: prior-calendar-day 18:01 through trading-date 17:00 bar-end,America/New_York,prior trading day 17:00 ET,True,none,none,prior session_date; OHLC,null/unavailable unless the complete prior futures trading day exists
previous_day_high_timestamp,previous_full_trading_day_levels,prior futures trading day: prior-calendar-day 18:01 through trading-date 17:00 bar-end,America/New_York,prior trading day 17:00 ET,True,none,none,prior session_date; OHLC,null/unavailable unless the complete prior futures trading day exists
previous_day_low_timestamp,previous_full_trading_day_levels,prior futures trading day: prior-calendar-day 18:01 through trading-date 17:00 bar-end,America/New_York,prior trading day 17:00 ET,True,none,none,prior session_date; OHLC,null/unavailable unless the complete prior futures trading day exists
previous_rth_feature_available,previous_rth_levels,prior trading session 09:30-16:00 market time,America/New_York,prior session 16:00 ET,True,none,none,prior session_date; OHLC,null/unavailable without complete prior RTH
previous_rth_expected_bars,previous_rth_levels,prior trading session 09:30-16:00 market time,America/New_York,prior session 16:00 ET,True,none,none,prior session_date; OHLC,null/unavailable without complete prior RTH
previous_rth_observed_bars,previous_rth_levels,prior trading session 09:30-16:00 market time,America/New_York,prior session 16:00 ET,True,none,none,prior session_date; OHLC,null/unavailable without complete prior RTH
previous_rth_available_at,previous_rth_levels,prior trading session 09:30-16:00 market time,America/New_York,prior session 16:00 ET,True,none,none,prior session_date; OHLC,null/unavailable without complete prior RTH
previous_rth_missing_reason,previous_rth_levels,prior trading session 09:30-16:00 market time,America/New_York,prior session 16:00 ET,True,none,none,prior session_date; OHLC,null/unavailable without complete prior RTH
previous_rth_first_bar_end,previous_rth_levels,prior trading session 09:30-16:00 market time,America/New_York,prior session 16:00 ET,True,none,none,prior session_date; OHLC,null/unavailable without complete prior RTH
previous_rth_last_bar_end,previous_rth_levels,prior trading session 09:30-16:00 market time,America/New_York,prior session 16:00 ET,True,none,none,prior session_date; OHLC,null/unavailable without complete prior RTH
previous_rth_open,previous_rth_levels,prior trading session 09:30-16:00 market time,America/New_York,prior session 16:00 ET,True,none,none,prior session_date; OHLC,null/unavailable without complete prior RTH
previous_rth_high,previous_rth_levels,prior trading session 09:30-16:00 market time,America/New_York,prior session 16:00 ET,True,none,none,prior session_date; OHLC,null/unavailable without complete prior RTH
previous_rth_low,previous_rth_levels,prior trading session 09:30-16:00 market time,America/New_York,prior session 16:00 ET,True,none,none,prior session_date; OHLC,null/unavailable without complete prior RTH
previous_rth_close,previous_rth_levels,prior trading session 09:30-16:00 market time,America/New_York,prior session 16:00 ET,True,none,none,prior session_date; OHLC,null/unavailable without complete prior RTH
previous_rth_range_points,previous_rth_levels,prior trading session 09:30-16:00 market time,America/New_York,prior session 16:00 ET,True,none,none,prior session_date; OHLC,null/unavailable without complete prior RTH
previous_rth_reference_price,previous_rth_levels,prior trading session 09:30-16:00 market time,America/New_York,prior session 16:00 ET,True,none,none,prior session_date; OHLC,null/unavailable without complete prior RTH
previous_rth_range_pct,previous_rth_levels,prior trading session 09:30-16:00 market time,America/New_York,prior session 16:00 ET,True,none,decimal ratio using the explicitly recorded reference price,prior session_date; OHLC,null/unavailable without complete prior RTH
previous_rth_net_move_points,previous_rth_levels,prior trading session 09:30-16:00 market time,America/New_York,prior session 16:00 ET,True,none,none,prior session_date; OHLC,null/unavailable without complete prior RTH
previous_rth_net_move_pct,previous_rth_levels,prior trading session 09:30-16:00 market time,America/New_York,prior session 16:00 ET,True,none,decimal ratio using the explicitly recorded reference price,prior session_date; OHLC,null/unavailable without complete prior RTH
previous_rth_direction,previous_rth_levels,prior trading session 09:30-16:00 market time,America/New_York,prior session 16:00 ET,True,none,none,prior session_date; OHLC,null/unavailable without complete prior RTH
previous_rth_efficiency,previous_rth_levels,prior trading session 09:30-16:00 market time,America/New_York,prior session 16:00 ET,True,none,none,prior session_date; OHLC,null/unavailable without complete prior RTH
previous_rth_high_timestamp,previous_rth_levels,prior trading session 09:30-16:00 market time,America/New_York,prior session 16:00 ET,True,none,none,prior session_date; OHLC,null/unavailable without complete prior RTH
previous_rth_low_timestamp,previous_rth_levels,prior trading session 09:30-16:00 market time,America/New_York,prior session 16:00 ET,True,none,none,prior session_date; OHLC,null/unavailable without complete prior RTH
globex_reopen_gap_feature_available,globex_reopen_gap,prior 17:00 close to current 09:30 ET,America/New_York,09:30 ET,True,none,none,prior close; 18:01 reopen bar open; pre-open high/low,"null/unavailable if close, reopen, or pre-open rows missing"
globex_reopen_gap_prior_1700_close,globex_reopen_gap,prior 17:00 close to current 09:30 ET,America/New_York,09:30 ET,True,none,none,prior close; 18:01 reopen bar open; pre-open high/low,"null/unavailable if close, reopen, or pre-open rows missing"
globex_reopen_price,globex_reopen_gap,prior 17:00 close to current 09:30 ET,America/New_York,09:30 ET,True,none,none,prior close; 18:01 reopen bar open; pre-open high/low,"null/unavailable if close, reopen, or pre-open rows missing"
globex_reopen_gap_points,globex_reopen_gap,prior 17:00 close to current 09:30 ET,America/New_York,09:30 ET,True,none,none,prior close; 18:01 reopen bar open; pre-open high/low,"null/unavailable if close, reopen, or pre-open rows missing"
globex_reopen_gap_pct,globex_reopen_gap,prior 17:00 close to current 09:30 ET,America/New_York,09:30 ET,True,none,decimal ratio using the explicitly recorded reference price,prior close; 18:01 reopen bar open; pre-open high/low,"null/unavailable if close, reopen, or pre-open rows missing"
globex_reopen_gap_direction,globex_reopen_gap,prior 17:00 close to current 09:30 ET,America/New_York,09:30 ET,True,none,none,prior close; 18:01 reopen bar open; pre-open high/low,"null/unavailable if close, reopen, or pre-open rows missing"
globex_reopen_gap_fill_state_at_0930,globex_reopen_gap,prior 17:00 close to current 09:30 ET,America/New_York,09:30 ET,True,none,none,prior close; 18:01 reopen bar open; pre-open high/low,"null/unavailable if close, reopen, or pre-open rows missing"
globex_reopen_gap_filled_before_0930,globex_reopen_gap,prior 17:00 close to current 09:30 ET,America/New_York,09:30 ET,True,none,none,prior close; 18:01 reopen bar open; pre-open high/low,"null/unavailable if close, reopen, or pre-open rows missing"
globex_reopen_gap_partially_filled_before_0930,globex_reopen_gap,prior 17:00 close to current 09:30 ET,America/New_York,09:30 ET,True,none,none,prior close; 18:01 reopen bar open; pre-open high/low,"null/unavailable if close, reopen, or pre-open rows missing"
globex_reopen_gap_still_open_at_0930,globex_reopen_gap,prior 17:00 close to current 09:30 ET,America/New_York,09:30 ET,True,none,none,prior close; 18:01 reopen bar open; pre-open high/low,"null/unavailable if close, reopen, or pre-open rows missing"
globex_reopen_gap_available_at,globex_reopen_gap,prior 17:00 close to current 09:30 ET,America/New_York,09:30 ET,True,none,none,prior close; 18:01 reopen bar open; pre-open high/low,"null/unavailable if close, reopen, or pre-open rows missing"
globex_reopen_gap_expected_bars,globex_reopen_gap,prior 17:00 close to current 09:30 ET,America/New_York,09:30 ET,True,none,none,prior close; 18:01 reopen bar open; pre-open high/low,"null/unavailable if close, reopen, or pre-open rows missing"
globex_reopen_gap_observed_bars,globex_reopen_gap,prior 17:00 close to current 09:30 ET,America/New_York,09:30 ET,True,none,none,prior close; 18:01 reopen bar open; pre-open high/low,"null/unavailable if close, reopen, or pre-open rows missing"
globex_reopen_gap_missing_reason,globex_reopen_gap,prior 17:00 close to current 09:30 ET,America/New_York,09:30 ET,True,none,none,prior close; 18:01 reopen bar open; pre-open high/low,"null/unavailable if close, reopen, or pre-open rows missing"
ny_open_gap_feature_available,ny_open_gap,prior trading day's 16:14 bar close to current 09:31 bar open,America/New_York,09:31 ET bar-end,True,none,none,prior 16:14 close; current 09:31 bar open,null/unavailable; no substitute bar
ny_open_gap_prior_1614_timestamp,ny_open_gap,prior trading day's 16:14 bar close to current 09:31 bar open,America/New_York,09:31 ET bar-end,True,none,none,prior 16:14 close; current 09:31 bar open,null/unavailable; no substitute bar
ny_open_gap_prior_1614_close,ny_open_gap,prior trading day's 16:14 bar close to current 09:31 bar open,America/New_York,09:31 ET bar-end,True,none,none,prior 16:14 close; current 09:31 bar open,null/unavailable; no substitute bar
ny_open_reference_timestamp,ny_open_gap,prior trading day's 16:14 bar close to current 09:31 bar open,America/New_York,09:31 ET bar-end,True,none,none,prior 16:14 close; current 09:31 bar open,null/unavailable; no substitute bar
ny_open_reference_price,ny_open_gap,prior trading day's 16:14 bar close to current 09:31 bar open,America/New_York,09:31 ET bar-end,True,none,none,prior 16:14 close; current 09:31 bar open,null/unavailable; no substitute bar
ny_open_gap_points,ny_open_gap,prior trading day's 16:14 bar close to current 09:31 bar open,America/New_York,09:31 ET bar-end,True,none,none,prior 16:14 close; current 09:31 bar open,null/unavailable; no substitute bar
ny_open_gap_pct,ny_open_gap,prior trading day's 16:14 bar close to current 09:31 bar open,America/New_York,09:31 ET bar-end,True,none,decimal ratio using the explicitly recorded reference price,prior 16:14 close; current 09:31 bar open,null/unavailable; no substitute bar
ny_open_gap_direction,ny_open_gap,prior trading day's 16:14 bar close to current 09:31 bar open,America/New_York,09:31 ET bar-end,True,none,none,prior 16:14 close; current 09:31 bar open,null/unavailable; no substitute bar
ny_open_gap_available_at,ny_open_gap,prior trading day's 16:14 bar close to current 09:31 bar open,America/New_York,09:31 ET bar-end,True,none,none,prior 16:14 close; current 09:31 bar open,null/unavailable; no substitute bar
